Provincia,Partido,Localidad,ADSL,Cablemódem,Dial Up,Fibra óptica,4G,3G,Telefonía Fija,Wireless,Satelital
BUENOS AIRES,Almirante Brown,Adrogué,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Almirante Brown,Burzaco,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Almirante Brown,Claypole,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Almirante Brown,Don Orione,--,SI,--,--,SI,SI,--,SI,--
BUENOS AIRES,Almirante Brown,Glew,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Almirante Brown,Jose Mármol,--,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Almirante Brown,Longchamps,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Almirante Brown,Rafael Calzada,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Almirante Brown,San Francisco Solano,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Almirante Brown,San Jose,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,La Plata,Lomas de Copello,--,--,--,--,--,--,--,--,--
MENDOZA,San Rafael,El Tropezón,--,--,--,--,--,--,--,--,--
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,--,SI,--,SI,SI,SI,--,--,--
BUENOS AIRES,General San Martín,Villa Libertad,--,SI,--,SI,SI,SI,--,--,--
BUENOS AIRES,General San Martín,Villa Lynch,SI,SI,--,SI,SI,SI,SI,--,--
BUENOS AIRES,General San Martín,Villa Maipu,SI,SI,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,General San Martín,Villa Marqués Alejandro María De Aguado,--,SI,--,SI,SI,SI,--,--,--
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,--,SI,--,SI,SI,SI,--,--,--
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,--,SI,--,SI,SI,SI,--,--,--
BUENOS AIRES,General San Martín,Villa San Andrés,SI,SI,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,General San Martín,Villa Yapeyú,--,SI,--,SI,SI,SI,--,--,--
BUENOS AIRES,General Viamonte,Baigorrita,SI,--,--,--,SI,--,SI,SI,--
BUENOS AIRES,General Viamonte,La Delfina,--,--,--,--,--,--,--,--,--
BUENOS AIRES,General Villegas,Villa Saboya,--,--,--,--,SI,--,SI,--,--
BUENOS AIRES,General Villegas,Villa Sauze,--,--,--,--,--,--,SI,--,--
BUENOS AIRES,Guaminí,Arroyo Venado,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,Guaminí,Casbas,--,--,SI,--,SI,SI,SI,SI,--
BUENOS AIRES,Guaminí,Garré,--,--,--,SI,SI,--,SI,--,--
BUENOS AIRES,Guaminí,Guaminí,--,--,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,Guaminí,Laguna Alsina (Est. Bonifacio),SI,--,--,SI,--,--,SI,SI,--
BUENOS AIRES,Hipólito Yrigoyen,Henderson,SI,--,SI,--,SI,SI,SI,SI,--
BUENOS AIRES,Hipólito Yrigoyen,Herrera Vegas,--,--,--,--,--,--,--,--,--
BUENOS AIRES,Hurlingham,Hurlingham,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,La Plata,Los Hornos,--,SI,--,SI,SI,SI,--,SI,--
BUENOS AIRES,La Plata,Manuel B Gonnet,--,SI,--,SI,SI,SI,SI,--,--
BUENOS AIRES,La Plata,Poblet,--,--,--,--,--,--,--,--,--
BUENOS AIRES,La Plata,Ringuelet,--,SI,--,SI,SI,SI,SI,--,--
BUENOS AIRES,La Plata,Rufino De Elizalde,--,--,--,--,SI,SI,--,--,--
BUENOS AIRES,La Plata,ruta del sol,SI,--,--,SI,SI,SI,SI,--,--
BUENOS AIRES,La Plata,ruta del sol,SI,--,--,SI,SI,SI,SI,--,--
BUENOS AIRES,La Plata,Tolosa,--,SI,--,SI,SI,SI,SI,--,--
BUENOS AIRES,La Plata,Transradio,--,--,--,--,SI,SI,--,--,SI
BUENOS AIRES,La Plata,Villa Elisa,--,SI,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,La Plata,Villa Elvira,--,SI,--,SI,SI,SI,--,SI,--
BUENOS AIRES,La Plata,Villa Garibaldi,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,Pilar,Villa Astolfi,--,SI,--,SI,SI,SI,--,SI,--
BUENOS AIRES,Pilar,Villa Rosa,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Pilar,Zelaya,SI,SI,--,--,SI,SI,SI,SI,--
BUENOS AIRES,Pinamar,Carilo,--,SI,--,--,SI,SI,--,--,--
BUENOS AIRES,Pinamar,Ostende,--,--,--,--,SI,SI,--,--,--
BUENOS AIRES,Pinamar,Pinamar,SI,SI,--,SI,SI,SI,SI,--,SI
BUENOS AIRES,Pinamar,Valeria Del Mar,--,--,--,--,SI,SI,--,--,--
BUENOS AIRES,Presidente Perón,Barrio America Unida,--,--,--,--,SI,SI,--,--,--
BUENOS AIRES,Presidente Perón,Guernica,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Puán,17 de Agosto,--,--,--,--,--,--,SI,--,--
CABA,COMUNA 13,COLEGIALES,SI,SI,SI,SI,SI,SI,SI,SI,SI
CHACO,Almirante Brown,Taco Pozo,--,--,--,SI,SI,--,SI,--,SI
CHACO,Bermejo,General Vedia,SI,--,--,SI,SI,--,SI,SI,SI
CHACO,Bermejo,Isla del Cerrito,--,--,--,--,SI,--,SI,--,SI
CHACO,Bermejo,La Leonesa,SI,--,--,--,SI,SI,SI,SI,--
CHACO,Bermejo,Las Palmas,--,--,--,SI,SI,SI,--,SI,SI
CHACO,Bermejo,Puerto Bermejo Nuevo,--,--,--,SI,--,--,SI,SI,--
CHACO,Libertad,Colonia Popular,--,--,--,--,SI,--,SI,SI,--
CHACO,Libertad,Estación General Obligado,--,--,--,--,--,--,--,--,--
CHACO,Libertad,Laguna Blanca,--,--,--,--,--,--,SI,SI,SI
CHACO,Libertad,Puerto Tirol,SI,SI,--,SI,SI,SI,SI,SI,--
CHACO,Libertador General San Martín,Ciervo Petiso,--,--,--,--,SI,--,--,--,SI
CHACO,Libertador General San Martín,General José de San Martín,SI,SI,--,SI,SI,SI,SI,SI,--
CHACO,Libertador General San Martín,La Eduvigis,--,--,--,--,SI,--,--,--,SI
CHACO,Libertador General San Martín,Laguna Limpia,--,--,--,--,SI,--,--,SI,--
CHACO,Libertador General San Martín,Pampa Almirón,--,--,--,SI,SI,SI,--,SI,--
CHACO,Libertador General San Martín,Pampa del Indio,--,--,--,SI,SI,SI,SI,SI,SI
CHACO,Libertador General San Martín,Presidencia Roca,--,--,--,SI,SI,SI,SI,SI,SI
CHACO,Libertador General San Martín,Selvas del Río de Oro,--,--,--,--,SI,--,--,--,--
CHACO,Maipú,Tres Isletas,SI,--,--,--,SI,SI,SI,SI,--
CHACO,Bermejo,Puerto Bermejo Viejo,--,--,--,--,SI,--,--,--,--
CHACO,Bermejo,Puerto Eva Perón,--,--,--,SI,SI,--,--,SI,SI
CHACO,Chacabuco,Charata,SI,--,--,SI,SI,SI,SI,SI,SI
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,SI,--,--,SI,SI,SI,SI,SI,SI
CHACO,Fray Justo Santa María de Oro,Chorotis,--,--,--,--,SI,--,--,--,--
CHACO,Fray Justo Santa María de Oro,Santa Sylvina,--,SI,--,--,SI,SI,--,--,SI
CHACO,Fray Justo Santa María de Oro,Venados Grandes,--,--,--,--,--,--,--,--,--
CHACO,General Belgrano,Corzuela,SI,--,--,SI,SI,SI,SI,SI,SI
CHACO,General Donovan,La Escondida,SI,SI,--,SI,SI,SI,SI,--,SI
CHACO,General Donovan,La Verde,SI,--,--,SI,SI,SI,SI,--,SI
CHACO,General Donovan,Lapachito,SI,--,--,SI,SI,SI,SI,--,--
CHACO,General Donovan,Makallé,SI,SI,--,--,SI,SI,SI,--,SI
CORDOBA,San Justo,Las Varillas,SI,--,--,SI,SI,SI,SI,--,SI
CORDOBA,San Justo,Marull,--,--,--,SI,SI,SI,SI,SI,SI
CORDOBA,San Justo,Miramar,--,SI,--,--,SI,SI,SI,SI,--
CORDOBA,San Justo,Morteros,SI,--,--,SI,SI,SI,SI,--,--
CORDOBA,San Justo,Plaza Luxardo,--,--,--,--,--,--,--,SI,--
CORDOBA,San Justo,Plaza San Francisco,--,--,--,--,SI,--,--,SI,--
CORDOBA,San Justo,Porteña,SI,--,--,SI,SI,SI,SI,SI,--
CORDOBA,San Justo,Quebracho Herrado,--,--,--,--,--,--,SI,SI,--
CORDOBA,San Justo,Sacanta,--,SI,--,SI,SI,SI,SI,SI,SI
CORDOBA,San Justo,San Francisco,SI,SI,--,SI,SI,SI,SI,SI,--
CORDOBA,Unión,Canals,SI,--,--,SI,SI,SI,SI,SI,--
CORDOBA,Unión,Chilibroste,SI,--,--,SI,--,--,SI,SI,--
CORDOBA,Unión,Cintra,SI,--,--,SI,--,SI,SI,SI,SI
CORDOBA,Unión,Colonia Bismarck,--,SI,--,--,--,--,SI,SI,--
CORDOBA,Unión,Colonia Bremen,--,--,--,--,--,--,--,--,--
CORDOBA,Unión,Idiazabal,--,--,--,SI,SI,SI,SI,SI,SI
CORDOBA,Unión,Justiniano Posse,--,--,--,SI,SI,SI,SI,SI,--
CORDOBA,Unión,Laborde,SI,--,--,--,SI,SI,SI,--,--
CORDOBA,Unión,Monte Leña,--,--,--,--,SI,SI,SI,--,--
CORDOBA,Unión,Monte Maíz,SI,SI,--,SI,SI,SI,SI,--,--
CORDOBA,Unión,Morrison,SI,--,--,SI,SI,SI,SI,--,--
FORMOSA,Patiño,Posta Cambio Zalazar,--,--,--,--,SI,--,--,SI,--
FORMOSA,Patiño,Pozo del Tigre,SI,--,--,SI,SI,SI,SI,SI,SI
FORMOSA,Patiño,San Martín I,--,--,--,--,--,--,--,SI,--
FORMOSA,Patiño,San Martín II,--,--,--,SI,SI,--,SI,SI,--
FORMOSA,Patiño,Subteniente Perín,--,--,--,--,SI,--,--,SI,SI
FORMOSA,Patiño,Villa General Güemes,--,--,--,SI,SI,--,SI,SI,--
FORMOSA,Patiño,Villa General Manuel Belgrano,--,--,--,SI,SI,--,SI,SI,--
FORMOSA,Pilagás,Buena Vista,--,--,--,SI,SI,--,SI,SI,--
FORMOSA,Pilagás,El Espinillo,--,--,--,--,SI,SI,SI,SI,--
FORMOSA,Pilagás,Laguna Gallo,--,--,--,--,--,--,--,SI,SI
FORMOSA,Pilagás,Misión Tacaagle,--,--,--,--,SI,--,SI,SI,--
FORMOSA,Pilagás,Portón Negro,--,--,--,--,--,--,--,--,SI
FORMOSA,Pilagás,Tres Lagunas,SI,--,--,--,SI,--,SI,SI,--
FORMOSA,Pilcomayo,Clorinda,SI,SI,--,SI,SI,SI,SI,SI,SI
FORMOSA,Pilcomayo,Laguna Blanca,SI,--,--,SI,SI,SI,SI,SI,--
FORMOSA,Pilcomayo,Laguna Naick-Neck,SI,--,--,--,SI,--,SI,SI,SI
FORMOSA,Pilcomayo,Palma Sola,--,--,--,--,SI,--,--,SI,--
FORMOSA,Pilcomayo,Puerto Pilcomayo,--,--,--,--,--,--,--,SI,--
FORMOSA,Pilcomayo,Riacho He-He,--,--,--,SI,SI,SI,SI,SI,--
FORMOSA,Pilcomayo,Riacho Negro,--,--,--,--,SI,--,--,SI,--
FORMOSA,Pilcomayo,Siete Palmas,SI,--,--,SI,SI,--,SI,SI,--
FORMOSA,Pirané,Colonia Campo Villafañe,--,--,--,SI,SI,--,SI,SI,--
FORMOSA,Pirané,El Colorado,SI,--,--,SI,SI,--,SI,SI,SI
FORMOSA,Pirané,Palo Santo,--,SI,--,--,SI,SI,SI,SI,SI
MENDOZA,San Rafael,Goudge,--,SI,--,--,SI,SI,SI,SI,--
MENDOZA,San Rafael,Jaime Prats,--,--,--,--,--,--,SI,SI,--
MENDOZA,San Rafael,La Llave Nueva,--,--,--,--,--,--,SI,--,--
MENDOZA,San Rafael,Las Malvinas,--,--,--,--,--,--,SI,SI,--
MENDOZA,San Rafael,Los Reyunos,--,--,--,--,SI,--,--,--,--
MENDOZA,San Rafael,Monte Comán,--,--,--,SI,SI,SI,SI,SI,--
MENDOZA,San Rafael,Pobre Diablo,--,--,--,--,SI,SI,--,--,--
MENDOZA,San Rafael,Punta del Agua,--,--,--,SI,--,--,--,--,--
MENDOZA,San Rafael,Rama Caída,--,--,--,--,SI,SI,SI,SI,--
MENDOZA,San Rafael,Real del Padre,--,--,--,--,SI,SI,SI,SI,--
MENDOZA,San Rafael,Salto de Las Rosas,--,--,SI,--,SI,SI,SI,SI,--
MENDOZA,San Rafael,San Rafael,SI,SI,SI,SI,SI,SI,SI,SI,--
MENDOZA,San Rafael,Villa Atuel,--,--,--,--,SI,SI,SI,SI,--
MENDOZA,San Rafael,Villa Atuel Norte,--,--,--,--,SI,SI,SI,--,--
MENDOZA,Santa Rosa,Barrio 12 de Octubre,--,--,--,SI,SI,--,--,--,--
MENDOZA,Santa Rosa,Barrio María Auxiliadora,--,--,--,--,SI,SI,--,--,--
MENDOZA,Santa Rosa,Barrio Molina Cabrera,--,--,--,--,--,--,--,--,--
MENDOZA,Santa Rosa,La Dormida,--,--,--,SI,SI,SI,SI,SI,--
MENDOZA,Santa Rosa,Las Catitas,--,--,--,--,SI,SI,SI,SI,--
MENDOZA,Santa Rosa,Santa Rosa,--,--,--,SI,--,--,SI,SI,--
MENDOZA,Tunuyán,Barrio San Cayetano,--,--,--,--,--,--,--,--,--
MENDOZA,Tunuyán,Campo Los Andes,--,SI,--,--,--,--,--,--,--
MENDOZA,Tunuyán,Colonia Las Rosas,--,--,--,--,SI,SI,SI,SI,--
MENDOZA,Tunuyán,El Manzano,--,--,--,--,SI,SI,--,--,--
MENDOZA,Tunuyán,Los Sauces,--,SI,--,SI,SI,SI,SI,--,--
MENDOZA,Tunuyán,Tunuyán,SI,SI,SI,SI,SI,SI,SI,SI,--
MENDOZA,Tunuyán,Vista Flores,--,--,--,--,SI,SI,SI,SI,--
MENDOZA,Tupungato,Barrio Belgrano Norte,--,--,--,--,--,--,--,--,--
MENDOZA,Tupungato,Cordón del Plata,--,--,--,--,SI,SI,SI,SI,--
MENDOZA,Tupungato,El Peral,--,--,--,--,--,--,--,--,--
MISIONES,Cainguás,Aristóbulo del Valle,SI,SI,--,SI,SI,SI,SI,--,SI
MISIONES,Cainguás,Campo Grande,SI,--,--,SI,SI,SI,SI,SI,SI
MISIONES,Cainguás,Dos de Mayo Núcleo I,--,--,--,SI,--,--,SI,--,--
MISIONES,Cainguás,Dos de Mayo Núcleo II,--,--,--,--,--,--,--,--,--
MISIONES,Cainguás,Dos de Mayo Núcleo III,--,--,--,--,--,--,--,SI,--
MISIONES,Cainguás,Kilómetro 17,--,--,--,--,--,--,--,--,--
MISIONES,Cainguás,Nucleo I,--,--,--,--,--,--,--,--,--
MISIONES,Cainguás,Nucleo Ii,--,--,--,--,SI,--,--,--,--
MISIONES,Cainguás,Pueblo Illia,--,--,--,--,--,--,--,SI,--
MISIONES,Cainguás,Salto Encantado,--,SI,--,--,SI,--,SI,SI,SI
MISIONES,Candelaria,Barrio del Lago,--,--,--,SI,--,--,--,--,--
MISIONES,Candelaria,Bonpland,SI,--,--,--,SI,--,SI,--,--
MISIONES,Candelaria,Candelaria,SI,SI,--,--,SI,SI,SI,--,SI
MISIONES,Candelaria,Cerro Corá,--,--,--,--,SI,--,--,--,--
MISIONES,Candelaria,Loreto,--,--,--,--,--,--,--,--,--
MISIONES,Candelaria,Mártires,--,--,--,--,SI,SI,--,SI,--
MISIONES,Candelaria,Profundidad,--,--,--,--,--,--,--,SI,--
MISIONES,Candelaria,Puerto Santa Ana,--,--,--,--,--,--,--,--,--
MISIONES,Candelaria,Santa Ana,SI,--,--,--,SI,SI,SI,--,--
MISIONES,Capital,Barrio Nuevo Garupa,--,--,--,--,--,--,--,--,--
MISIONES,Capital,Garupá,SI,SI,--,SI,SI,SI,SI,SI,--
MISIONES,Capital,Nemesio Parma,--,--,--,--,SI,SI,--,SI,--
MISIONES,Capital,Posadas,SI,SI,--,SI,SI,SI,SI,SI,SI
MISIONES,Capital,Posadas (Extensión),--,--,--,--,SI,SI,--,--,--
MISIONES,Concepción,Barra Concepción,--,--,--,--,--,--,--,--,--
MISIONES,Concepción,Concepción de la Sierra,--,SI,--,SI,SI,SI,SI,SI,SI
MISIONES,Concepción,La Corita,--,SI,--,--,SI,--,--,--,--
MISIONES,Concepción,Santa María,--,--,--,--,--,--,--,--,--
MISIONES,Eldorado,9 de Julio,--,--,--,--,--,--,SI,--,--
MISIONES,Eldorado,9 de Julio Kilómetro 20,--,--,--,--,SI,--,--,--,--
MISIONES,Eldorado,Colonia Victoria,SI,--,--,--,--,--,SI,--,--
MISIONES,Eldorado,Eldorado,SI,--,--,--,SI,SI,SI,SI,SI
MISIONES,Eldorado,María Magdalena,--,--,--,--,SI,--,SI,--,--
SALTA,Orán,Hipólito Yrigoyen,SI,SI,--,SI,SI,SI,SI,SI,SI
SALTA,Orán,La Misión,--,--,--,--,--,--,--,--,--
SALTA,Orán,Pichanal,SI,SI,--,SI,SI,SI,SI,--,SI
SALTA,Orán,San Ramón de la Nueva Orán,SI,--,--,SI,SI,SI,SI,--,SI
SALTA,Orán,Urundel,--,--,--,SI,SI,SI,SI,SI,SI
SALTA,Rivadavia,Alto de la Sierra,--,--,--,SI,--,--,--,SI,--
SALTA,Rivadavia,Capitán Juan Pagé,--,--,--,--,--,--,--,SI,--
SALTA,Rivadavia,Coronel Juan Solá,SI,--,--,SI,SI,SI,SI,SI,SI
SALTA,Rivadavia,Hito 1,--,--,--,--,--,--,--,--,--
SALTA,Rivadavia,La Unión,--,--,--,--,SI,--,--,--,--
SALTA,Rivadavia,Los Blancos,--,--,--,--,SI,--,--,SI,--
SALTA,Rivadavia,Pluma de Pato,--,--,--,--,SI,--,--,SI,--
SALTA,Rivadavia,Rivadavia,--,--,--,SI,SI,--,--,--,SI
SALTA,Rivadavia,Santa María,--,--,--,--,--,--,--,--,--
SALTA,Rivadavia,Santa Rosa,--,--,--,--,--,--,--,--,--
SALTA,San Carlos,El Barrial,--,--,--,--,--,--,--,--,--
SALTA,Rivadavia,Santa Victoria Este,SI,--,--,SI,SI,--,SI,SI,SI
SALTA,Rosario de la Frontera,Antilla,--,--,--,SI,SI,--,--,--,SI
SALTA,Rosario de la Frontera,Copo Quile,--,--,--,SI,SI,--,--,--,--
SALTA,Rosario de la Frontera,El Naranjo,--,--,--,SI,SI,SI,--,--,SI
SALTA,Rosario de la Frontera,El Potrero,--,--,--,SI,--,--,--,--,SI
SALTA,Rosario de la Frontera,Rosario de la Frontera,SI,SI,--,SI,SI,SI,SI,SI,SI
SALTA,Rosario de la Frontera,San Felipe,--,--,--,--,--,--,--,--,--
SALTA,Rosario de Lerma,Campo Quijano,SI,--,--,SI,SI,SI,SI,SI,SI
SALTA,Rosario de Lerma,La Merced del Encón,--,--,--,SI,SI,SI,--,SI,--
SALTA,Rosario de Lerma,La Silleta,SI,--,--,SI,--,--,SI,SI,SI
SALTA,Rosario de Lerma,Rosario de Lerma,SI,SI,--,SI,SI,SI,SI,SI,SI
SALTA,San Carlos,Angastaco,--,--,--,SI,SI,--,--,SI,--
SALTA,San Carlos,Animaná,--,--,--,--,SI,--,SI,SI,SI
SANTA FE,9 de Julio,Logroño,SI,--,--,--,SI,SI,SI,SI,--
SANTA FE,9 de Julio,Montefiore,--,--,--,--,--,--,SI,SI,SI
SANTA FE,9 de Julio,Pozo Borrado,--,--,--,--,SI,--,SI,SI,--
SANTA FE,9 de Julio,San Bernardo,--,--,--,--,--,--,SI,SI,--
SANTA FE,9 de Julio,Santa Margarita,--,--,--,--,SI,--,SI,SI,SI
SANTA FE,9 de Julio,Tostado,SI,SI,--,--,SI,SI,SI,SI,SI
SANTA FE,9 de Julio,Villa Minetti,--,--,--,--,SI,SI,SI,SI,SI
SANTA FE,Belgrano,Armstrong,SI,--,--,SI,SI,SI,SI,SI,--
SANTA FE,Belgrano,Bouquet,SI,--,--,--,SI,--,SI,SI,--
SANTA FE,Belgrano,Las Parejas,SI,--,--,SI,SI,SI,SI,SI,--
SANTA FE,Belgrano,Las Rosas,SI,SI,--,SI,SI,SI,SI,SI,--
SANTA FE,Belgrano,Montes de Oca,SI,--,--,SI,SI,--,SI,SI,SI
SANTA FE,Belgrano,Tortugas,SI,SI,--,--,SI,SI,SI,--,SI
SANTA FE,Caseros,Arequito,SI,SI,--,--,SI,SI,SI,--,--
SANTA FE,Caseros,Arteaga,SI,SI,--,--,SI,SI,SI,SI,--
SANTA FE,Caseros,Beravebú,--,--,--,--,SI,SI,SI,SI,--
SANTA FE,Caseros,Bigand,SI,SI,--,--,SI,SI,SI,--,--
SANTA FE,Caseros,Casilda,SI,SI,--,SI,SI,SI,SI,SI,--
SANTA FE,Caseros,Chabás,SI,--,--,SI,SI,SI,SI,SI,--
SANTA FE,Caseros,Chañar Ladeado,SI,SI,--,SI,SI,SI,SI,--,--
SALTA,San Carlos,San Carlos,--,--,--,SI,SI,--,SI,SI,SI
SALTA,Santa Victoria,Acoyte,--,--,--,--,--,--,--,SI,--
SALTA,Santa Victoria,Campo La Cruz,--,--,--,--,--,--,--,--,--
SALTA,Santa Victoria,Los Toldos,--,--,--,SI,--,--,SI,SI,--
SALTA,Santa Victoria,Nazareno,--,--,--,SI,--,--,SI,--,--
SALTA,Santa Victoria,Poscaya,--,--,--,--,--,--,--,--,--
SALTA,Santa Victoria,San Marcos,--,--,--,--,--,--,--,--,--
SALTA,Santa Victoria,Santa Victoria,--,--,--,SI,--,--,--,SI,SI
SAN JUAN,25 de Mayo,Campo Afuera,--,--,--,--,--,--,--,--,--
SAN JUAN,25 de Mayo,El Encón,--,--,--,--,SI,--,--,--,--
SAN JUAN,25 de Mayo,La Chimbera,--,--,--,--,--,--,--,--,--
SAN JUAN,25 de Mayo,Tupelí,--,--,--,--,--,--,--,SI,--
SAN JUAN,25 de Mayo,Villa Borjas,--,--,--,--,--,--,--,SI,--
SAN JUAN,25 de Mayo,Villa Borjas - La Chimbera,--,--,--,--,--,--,SI,SI,--
SAN JUAN,25 de Mayo,Villa El Tango,--,--,--,--,--,--,--,--,--
SAN JUAN,25 de Mayo,Villa Santa Rosa,--,--,--,--,SI,SI,SI,SI,--
SAN JUAN,9 de Julio,9 de Julio,--,--,--,SI,SI,SI,SI,SI,SI
SAN JUAN,9 de Julio,Alto de Sierra,--,--,--,--,SI,SI,--,SI,--
SAN JUAN,9 de Julio,Colonia Fiorito,--,--,--,--,--,--,--,SI,--
SAN JUAN,9 de Julio,Las Chacritas,--,--,--,--,SI,--,--,SI,--
MISIONES,Oberá,Barrio Escuela 633,--,--,--,--,SI,SI,--,--,--
MISIONES,Oberá,Campo Ramón,--,SI,--,SI,SI,--,SI,--,SI
MISIONES,Oberá,Campo Viera,--,--,--,SI,SI,--,SI,SI,--
MISIONES,Oberá,El Salto,--,--,--,--,SI,--,--,--,--
MISIONES,Oberá,General Alvear,--,--,--,SI,SI,--,--,--,--
MISIONES,Oberá,Guaraní,SI,--,--,SI,SI,SI,SI,--,--
MISIONES,Oberá,Los Helechos,--,--,--,SI,SI,--,--,--,--
MISIONES,Oberá,Oberá,SI,SI,--,SI,SI,SI,SI,--,--
MISIONES,Oberá,Panambí,--,--,--,SI,--,--,SI,--,--
MISIONES,Oberá,Panambi Kilómetro 15,--,--,--,--,SI,--,--,--,--
MISIONES,Oberá,Panambí Kilómetro 8,--,--,--,SI,SI,--,--,--,--
MISIONES,Oberá,San Martín,--,--,--,SI,SI,--,SI,--,--
MISIONES,Oberá,Villa Bonita,--,SI,--,SI,SI,--,SI,--,--
MISIONES,San Ignacio,Barrio Tungoil,--,--,--,--,--,--,--,--,--
MISIONES,San Ignacio,Colonia Polana,--,--,--,--,SI,--,--,SI,--
MISIONES,San Ignacio,Corpus,--,--,--,--,SI,--,SI,SI,--
MISIONES,San Ignacio,Domingo Savio,--,--,--,--,--,--,--,--,--
SANTA FE,Rosario,Coronel Rodolfo S. Domínguez,--,SI,--,--,SI,SI,SI,--,--
SANTA FE,Rosario,Cuatro Esquinas,--,--,--,SI,--,--,--,--,--
SANTA FE,Rosario,El Caramelo,SI,--,--,SI,--,--,SI,--,--
SANTA FE,Rosario,Fighiera,SI,--,--,--,SI,SI,SI,SI,--
SANTA FE,Rosario,Funes,SI,SI,--,SI,SI,SI,SI,SI,SI
SANTA FE,Rosario,General Lagos,SI,--,--,SI,SI,SI,SI,SI,SI
SANTA FE,Rosario,Granadero Baigorria,--,SI,--,SI,SI,SI,SI,SI,--
SANTA FE,Rosario,Ibarlucea,--,SI,--,SI,SI,SI,SI,SI,--
SANTA FE,Rosario,Kilómetro 101,--,--,--,--,SI,SI,--,SI,SI
SANTA FE,Rosario,Los Muchachos - La Alborada,--,--,--,--,--,--,--,--,--
SANTA FE,Rosario,Monte Flores,SI,--,--,SI,SI,SI,--,--,--
SANTA FE,San Cristóbal,Santurce,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,Arrecifes,Arrecifes,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Arrecifes,Todd,--,--,--,SI,SI,SI,SI,--,--
BUENOS AIRES,Arrecifes,Viña,SI,SI,--,--,SI,SI,--,--,--
BUENOS AIRES,Avellaneda,Area Reserva Cinturón Ecológico,--,--,--,--,SI,SI,--,--,--
BUENOS AIRES,Avellaneda,Avellaneda,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Avellaneda,Crucesita,--,SI,--,SI,SI,SI,SI,--,--
BUENOS AIRES,Avellaneda,Dock Sud,SI,SI,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,Avellaneda,Gerli,--,SI,--,SI,SI,SI,SI,--,--
BUENOS AIRES,General Viamonte,Los Toldos,SI,--,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,General Viamonte,San Emilio,--,--,--,--,--,--,--,--,--
BUENOS AIRES,General Viamonte,Zavalía,--,--,--,--,--,--,SI,SI,--
BUENOS AIRES,General Villegas,Banderaló,--,--,--,--,SI,SI,--,--,SI
BUENOS AIRES,General Villegas,Cañada Seca,--,--,--,--,SI,--,--,--,--
BUENOS AIRES,General Villegas,Coronel Charlone,SI,--,--,SI,SI,SI,SI,--,SI
BUENOS AIRES,General Villegas,Emilio V. Bunge,--,--,--,--,SI,SI,SI,--,SI
BUENOS AIRES,General Villegas,General Villegas (Est. Villegas),SI,--,--,SI,SI,SI,SI,SI,SI
BUENOS AIRES,General Villegas,Massey (Est. Elordi),--,--,--,--,--,--,--,--,--
BUENOS AIRES,General Villegas,Pichincha,--,--,--,--,--,--,--,--,SI
BUENOS AIRES,General Villegas,Piedritas,SI,--,--,SI,SI,SI,SI,SI,SI
BUENOS AIRES,General Villegas,Santa Eleodora,--,--,--,--,SI,--,SI,--,--
BUENOS AIRES,General Villegas,Santa Regina,--,SI,--,--,SI,--,SI,--,--
BUENOS AIRES,Puán,Azopardo,--,--,--,--,--,--,--,--,--
BUENOS AIRES,Puán,Bordenave,--,--,--,SI,--,--,SI,SI,SI
BUENOS AIRES,Puán,Darregueira,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Puán,Estela,--,--,--,--,SI,--,--,--,--
