Provincia,Partido,Localidad,Link Indec,Otros,"0,256 Mbps","0,375 Mbps","0,5 Mbps","0,512 Mbps","0,625 Mbps","0,75 Mbps",1 Mbps,"1,25 Mbps","1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,"10,2 Mbps",11 Mbps,12 Mbps,"12,3 Mbps",13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,20 Mbps,"20,5 Mbps",21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,5 Mbps",26 Mbps,27 Mbps,30 Mbps,31 Mbps,32 Mbps,34 Mbps,35 Mbps,36 Mbps,38 Mbps,39 Mbps,40 Mbps,41 Mbps,45 Mbps,46 Mbps,48 Mbps,49 Mbps,50 Mbps,"50,1 Mbps","50,25 Mbps",51 Mbps,55 Mbps,58 Mbps,59 Mbps,60 Mbps,61 Mbps,62 Mbps,64 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,78 Mbps,80 Mbps,83 Mbps
BUENOS AIRES,Merlo,San Antonio De Padua,6539010,30.0,,,4.0,,,2.0,2.0,,,92.0,,,3.0,,5.0,,,6.0,328.0,,,,3.0,,103.0,,,,,,3.0,3.0,,,,,,,,,,6.0,,,,,6.105,,,,,,,,,,,,,,130.0,,,,,,,1.196,,,,,,,362.0,,,
BUENOS AIRES,Monte,Abbott,6547010,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,163.0,,,,,,,,,,,,,,,,,,,,,,,,,139.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Monte,San Miguel del Monte  (Est. Monte),6547020,,1.0,,,24.0,,,63.0,,,368.0,,25.0,,,12.0,,,1.194,184.0,,,,6.0,,1.652,,,,,,8.0,29.0,,,,562.0,,,,,,,,,,,,,,,,,,,,,,,,,904.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Monte Hermoso,Balneario Sauce Grande,6553010,,,,,,,,,,,1.0,,,1.0,,,,,,29.0,,,,,,477.0,,,,,,,8.0,,,,,,,,,,,,,,,91.0,,,,,,,,41.0,,,,,,48.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Monte Hermoso,Monte Hermoso,6553020,,,,,,,,,,,3.0,,,47.0,,,2.0,,6.0,671.0,,,,,,3.732,,,1.0,,,,242.0,,,,31.0,,,,,,,,,,,823.0,,,,,,,,84.0,,,,,,299.0,,,,,,,,,,,,,,,,16.0,
BUENOS AIRES,Moreno,Cuartel V,6560010,,,,,,,,,,,,,,,,,,,,,,,,,,762.0,,,,,,,,,,,14.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,1.0,,,
BUENOS AIRES,Moreno,Francisco Alvarez,6560010,1.0,,,,,,45.0,,,,,,,,,465.0,,,62.0,,,,,221.0,,394.0,,,,,,,252.0,,,,141.0,,,,,,2.0,,,,,596.0,,,,,,,,280.0,,,,,,51.0,,,,,,,891.0,,,,,,,300.0,,,
BUENOS AIRES,Moreno,La Reja,6560010,,,,,1.0,,5.0,,,,,,,,,47.0,,,227.0,,,,,11.0,,1.395,,,,,,,3.0,,,,419.0,,,,,,7.0,,,,,50.0,,,,,,,,796.0,,,,,,58.0,,,,,,,2.011,,,,,,,420.0,,,
BUENOS AIRES,Moreno,Moreno,6560010,5.0,,,8.0,1.0,,43.0,6.0,,,677.0,,,263.0,,276.0,,,717.0,1.193,,,,107.0,,6.484,,,,,,,35.0,,,,16.181,,,,,,53.0,,,,,17.498,,,,,,,,421.0,,,,,,1.306,,,,,,,7.761,,,,,,,1.902,,,
BUENOS AIRES,Moreno,Paso Del Rey,6560010,,,,3.0,,,,,,,,,,,,,,,3.0,9.0,,,,,,761.0,,,,,,1.0,,,,,1.0,,,,,,12.0,,,,,7.0,,,,,,,,,,,,,,80.0,,,,,,,2.212,,,,,,,566.0,,,
BUENOS AIRES,Moreno,Trujui,6560010,,,,2.0,,,14.0,,,,,,,1.0,,149.0,,,2.0,22.0,,,,50.0,,1.534,,,,,,,31.0,,,,11.0,,,,,,765.0,,,,,9.22,,,,,,,,,,,,,,989.0,,,,,,,1.472,,,,,,,223.0,,,
BUENOS AIRES,Morón,Castelar,6568010,,,,,,,,25.0,,,5.0,,,4.0,,5.0,,,9.0,100.0,,1.0,,5.0,,331.0,,,,,,2.0,1.0,,,,39.0,,,,,,53.0,,,,,25.0,,,,,,,,,,,,,,9.411,,,,,,,2.749,,,,,,,635.0,,,
BUENOS AIRES,Morón,El Palomar,6568010,,,,4.0,,,,47.0,,,,,,36.0,,,,,2.0,76.0,,,,3.0,,217.0,,,,,,2.0,7.0,,,,72.0,,,,,,22.0,,,,,1.0,,,,,,,,,,,,,,3.87,,,,,,,1.092,,,,,,,268.0,,,
BUENOS AIRES,Morón,Haedo,6568010,3.0,,,8.0,,,30.0,9.0,,,1.0,,,1.0,,67.0,1.0,,21.0,38.0,,5.0,,60.0,,270.0,,,,,,,127.0,,,,22.0,,,,,,28.0,,,,,9.406,,,,,,,,,,,,,,3.655,,,,,,,900.0,,,,,,,198.0,,,
BUENOS AIRES,Morón,Moron,6568010,9.0,,,18.0,3.0,,69.0,25.0,,,4.0,,,10.0,,213.0,,,15.0,28.0,,,,149.0,,468.0,,,,,,,453.0,,,,107.0,,,,,,58.0,,,,,7.067,,,,,,,,,,,,,,9.759,,,,,,,2.914,,,,,,,753.0,,,
BUENOS AIRES,Morón,Villa Sarmiento,6568010,2.0,,,,,,3.0,1.0,,,2.0,,,,,8.0,,,,87.0,,,,10.0,,184.0,,,,,,1.0,1.0,,,,10.0,,,,,,11.0,,,,,3.446,,,,,,,,,,,,,,1.296,,,,,,,456.0,,,,,,,107.0,,,
BUENOS AIRES,Navarro,José Juan Almeyra,6574010,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Navarro,Las Marianas,6574020,,,,,,,,,,,,,,,,,,,,135.0,,,,9.0,,13.0,,,38.0,,,,7.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Navarro,Navarro,6574030,1.919,,,1.0,,,,,,,,,,,,53.0,,,,159.0,,,,100.0,,20.0,,,35.0,,,,242.0,,,,,,,,,,1.48,,,,,,,,,,,,,,,,,,,247.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Navarro,Villa Moll  (Est. Moll),6574040,,,,,,,,,,,,,,,,,7.0,,,92.0,,,,26.0,,15.0,,,12.0,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Necochea,Claraz,6581010,,,,,,,,,,,101.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Necochea,Costa Bonita,6581040,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Necochea,Energía,6581025,,,,,,,,,,,,,,,,2.0,,,1.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Necochea,Juan N. Fernández,6581030,,,,2.0,,,,,,,575.0,,,60.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Necochea,Necochea - Quequén,6581040,1.0,,,1.0,,,113.0,1.0,,,,,,8.0,,1.126,,,977.0,33.0,,1.039,,1.059,,1.537,,,,,,,2.08,,,,560.0,,,,,,,,,,,644.0,,,,,,,,,,,,,,2.397,,,,,,,,,,,,,,,,,
BUENOS AIRES,Necochea,Nicanor Olivera  (Est. La Dulce),6581050,,,,,,,,193.0,,,22.0,,,285.0,,11.0,,,48.0,,,65.0,,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Necochea,OTROS,Sin Datos,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Olavarría,Colonia Hinojo,6595070,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Olavarría,Hinojo,6595060,,,,1.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Olavarría,Olavarría,6595070,7.0,,,5.0,,,5.0,1.0,,,2.0,,,123.0,,227.0,,,685.0,,,,,470.0,,1.345,,,,,,,911.0,,,,35.0,,,,,,,,,,,14.0,,,,,,,,,,,,,,1.554,,,,,,,,,,,,,,,,,
BUENOS AIRES,Olavarría,Sierra Chica,6595100,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Olavarría,Sierras Bayas,6595110,,,,,,,,,,,,,,,,28.0,,,,,,,,90.0,,,,,,,,,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Olavarría,Villa Alfredo Fortabat,6595120,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,OTROS,OTROS,Sin Datos,39.162,,,27.866,,,,8.0,,,,,,5.0,,6.0,,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Patagones,Bahía San Blas,6602010,,,,,,,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Patagones,Carmen de Patagones,6602030,4.159,,,1.0,,,6.0,,,,,,,3.0,,159.0,,,,,,2.0,,376.0,,6.0,,,,,,3.0,575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Patagones,José B. Casas,6602040,,,,,,,,,,,2.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Patagones,Juan A. Pradere,6602050,,,,,,,,,,,2.0,,,,,,2.0,,,44.0,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Patagones,Stroeder,6602060,,,,,,,,,,,11.0,,,,,,6.0,,157.0,,,,,,,,,,,,,,,,,,452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Patagones,Villalonga,6602070,,,,,,,,,,,71.0,,,,,3.0,76.0,,,98.0,,,,9.0,,201.0,,,,,,,105.0,,,,548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Capitán Castro,6609010,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Chiclana,6609080,,,,,,,,6.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Francisco Madero,6609030,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Inocencio Sosa,6609035,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Juan José Paso,6609040,10.0,,,,,,,,,,272.0,,,72.0,,,31.0,,,16.0,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Magdala,6609050,,,,,,,,4.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Mones Cazón,6609060,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Nueva Plata,6609070,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Pehuajó,6609080,164.0,,,,,,20.0,1.0,,,,,,152.0,,758.0,,,624.0,,,,,1.391,,299.0,,,,,,,1.226,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,San Bernardo  (Est. Guanaco),6609090,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,San Esteban,6609020,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pellegrini,Pellegrini,6616030,,,,1.0,,,,,,,2.0,,,,,14.0,,,,827.0,,,,56.0,,,,,,,,,241.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Acevedo,6623010,110.0,,,,,,,,,,,,,5.0,,,,,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Fontezuela,6623020,,,,,,,,32.0,,,,,,2.0,,,,,,95.0,,,,,,10.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Guerrico,6623030,1.0,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Juan A. de la Peña,6623040,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Juan Anchorena  (Est. Urquiza),6623050,,,,,,,,63.0,,,1.0,,,5.0,,,,,,228.0,,,,,,18.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,La Violeta,6623060,,,,,,,,346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Manuel Ocampo,6623070,,,,,,,,,,,,,,,,,,,374.0,,,,,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Mariano H. Alfonzo  (Est. San Patricio),6623090,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Pergamino,6623100,14.0,,,3.0,1.0,,95.0,,,,,,,,,1.213,,,252.0,1.0,,,,918.0,,170.0,,,,,,,499.0,,,,11.0,,,,,,1.0,,,,,16.0,,,,,,,,,,,,,,1.237,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Pinzón,6623110,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Rancagua,6623120,,,,,,,,,,,109.0,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Villa San José,6623140,,,,,,,,,,,,,,15.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pila,Casalins,6630010,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pila,Pila,6630020,,,,,,,,,,,,,,,,,,,,11.0,,,,19.0,,,,,15.0,,,,12.0,,,,4.0,,,,,,,,,,,10.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pilar,Del Viso,6638040,2.0,,,,,,,46.0,,,143.0,,,526.0,,,6.0,,31.0,1.493,,,,202.0,,2.033,,,683.0,,,,11.0,,,,670.0,,,,,,368.0,,,,,2.566,,,,,,,,352.0,,,,,,5.114,,,,,,,1.255,,,,,,,291.0,,,
BUENOS AIRES,Pilar,Fátima,6638040,11.0,,,,,,4.0,,,,,,,357.0,,27.0,,,,1.0,,,,7.0,,,,,,,,,3.0,,,,6.0,,,,,,,,,,,11.0,,,,,,,,,,,,,,2.563,,,,,,,7.0,,,,,,,,,,
BUENOS AIRES,Pilar,La Lonja,6638040,83.0,,,,,,,124.0,,,30.0,,,444.0,,,5.0,,,588.0,,,,55.0,,952.0,,,60.0,,,,5.0,,,,56.0,,,,,,33.0,,,,,109.0,,,,,,,,151.0,,,,,,271.0,,,,,,,120.0,,,,,,,11.0,,,
BUENOS AIRES,Pilar,Los Cachorros,6638040,,,,,,,,,,,,,,,,,,,2.0,,,,,,,83.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,1.631,,,,,,,319.0,,,
BUENOS AIRES,Pilar,Manuel Alberti,6638040,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pilar,Manzanares,6638040,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,396.0,,,,,,,1.0,,,
BUENOS AIRES,Pilar,Maquinista F. Savio (oeste),6638040,,,,,,,,,,,,,,5.0,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pilar,OTROS,Sin Datos,,,,,,,,,,,,,,31.0,,,,,,237.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pilar,Pilar,6638040,126.0,,,9.0,2.0,,44.0,83.0,,,341.0,,,256.0,,238.0,10.0,,19.0,1.41,,,,375.0,,3.34,,,132.0,,,,389.0,,,,9.134,,,,,,114.0,,,,,10.75,,,,,,,,23.0,,,,,,2.572,,,,,,,4.85,,,,,,,1.168,,,
BUENOS AIRES,Pilar,Presidente Derqui,6638040,,,,,,,,,,,,,,14.0,,,1.564,,9.0,239.0,,,,,,512.0,,,,,,,,,,,,,,,,,24.0,,,,,5.0,,,,,,,,,,,,,,28.0,,,,,,,2.125,,,,,,,468.0,,,
BUENOS AIRES,Pilar,Santa Teresa,6638040,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pilar,Tortuguitas,6638040,,,,,2.0,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pilar,Villa Astolfi,6638040,,,,,,,,,,,,,,1.0,,,,,,8.0,,,,,,20.0,,,,,,,,,,,,,,,,,25.0,,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,690.0,,,,,,,130.0,,,
BUENOS AIRES,Pilar,Villa Rosa,6638040,11.0,,,,,,17.0,,,,4.0,,,71.0,,160.0,,,4.0,397.0,,,,142.0,,113.0,,,3.0,,,,158.0,,,,365.0,,,,,,22.0,,,,,9.0,,,,,,,,,,,,,,295.0,,,,,,,1.587,,,,,,,366.0,,,
BUENOS AIRES,Pilar,Zelaya,6638040,,,,,,,,,,,,,,6.0,,,,,,7.0,,,,,,19.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,1.0,,,
BUENOS AIRES,Pinamar,Carilo,6644010,,,,,,,,22.0,,,1.0,,,,,,,,1.0,,,,,,,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,111.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pinamar,Pinamar,6644010,1.0,,,2.0,1.0,,3.0,72.0,,,1.0,,,38.0,,21.0,,,3.0,278.0,,,,19.0,,8.705,,,,,,,94.0,,,,20.0,,,,,,,,,,,14.812,,,,,,,,,,,,,,207.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Presidente Perón,Guernica,6648010,4.0,,,,,,5.0,,,,42.0,,,49.0,,42.0,15.0,,26.0,,,3.0,,14.0,,460.0,,,,,,,19.0,,,,3.0,,,,,,20.0,,,,,6.319,,,,,,,,,,,,,,153.0,,,,,,,5.816,,,,,,,1.143,,,
BUENOS AIRES,Puán,Bordenave,6651020,,,,1.0,,,,,,141.0,,,,17.0,,,,,1.0,,,,,,,,,,,,,,166.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Puán,Darregueira,6651030,2.142,,,,,,,,,,,,,,,11.0,,,,,,,,30.0,,,,,,,,,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Puán,Puán,6651080,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.103,,,,,,,,,,,765.0,,,,,,,,,,,324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Puán,San Germán,6651090,,,,,,,,,,,,,,17.0,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Puán,Villa Iris,6651110,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,,,711.0,,,,,,,,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Punta Indio,Pipinas,6655030,,,,,,,,,,,,,,,,,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Punta Indio,Punta Indio,6655040,,,,,,,,,,,,,,,,,,,78.0,,,,,,,30.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Punta Indio,Verónica,6655050,,,,,,,,,,,,,,,,28.0,816.0,,,,,,,75.0,,,,,,,,,127.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Quilmes,Bernal,6658010,,,,3.0,1.0,,17.0,5.0,,,1.0,,,4.0,,45.0,,,4.0,3.0,,,,44.0,,1.425,,,,,,,52.0,,,,5.0,,,,,,155.0,,,,,9.553,,,,,,,,,,,,,,611.0,,,,,,,4.924,,,,,,,998.0,,,
BUENOS AIRES,Quilmes,Bernal Oeste,6658010,,,,,,,3.0,21.0,,,1.0,,,13.0,,59.0,171.0,,1.0,230.0,,,,120.0,,474.0,,,83.0,,,,84.0,,,,75.0,,,1.0,,,1.0,,,,,576.0,,,,,,,,1.0,,,,,,198.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Quilmes,Don Bosco,6658010,,,,,,,,2.0,,,,,,1.0,,4.0,,,,1.0,,,,1.0,,58.0,,,,,,,,,,,2.0,,,,,,3.0,,,,,3.0,,,,,,,,,,,,,,157.0,,,,,,,398.0,,,,,,,109.0,,,
BUENOS AIRES,Quilmes,Ezpeleta,6658010,,,,,,,2.0,3.0,,,,,,320.0,,19.0,,,4.0,13.0,,,,24.0,,458.0,,,,,,,69.0,,,,,,,,,,16.0,,,,,2.564,,,,,,,,,,,,,,204.0,,,,,,,3.554,,,,,,,850.0,,,
BUENOS AIRES,Quilmes,Ezpeleta Oeste,6658010,,,,,,,3.0,,,,,,,9.0,,9.0,,,,55.0,,,,7.0,,25.0,,,,,,,30.0,,,,34.0,,,,,,,,,,,3.847,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Quilmes,Quilmes,6658010,3.0,1.0,,8.0,2.0,,18.0,42.0,,,10.0,,,37.0,,54.0,136.0,,44.0,271.0,,,,38.0,,1.97,,,,,,,32.0,,,,222.0,,,,,,122.0,,,,,12.027,,,,,,,,,,,,,,2.019,,,,,,,9.855,,,,,,,2.11,,,
BUENOS AIRES,Quilmes,Quilmes Oeste,6658010,,,,7.0,,,22.0,21.0,,,2.0,,,10.0,,52.0,,,2.0,107.0,,,,15.0,,51.0,,,,,,,33.0,,,,35.0,,,,,,,,,,,13.639,,,,,,,,,,,,,,482.0,,,,,,,,,,,,,,,,,
BUENOS AIRES,Quilmes,San Francisco Solano,6658010,,,,,,,1.0,7.0,,,1.0,,,12.0,,,114.0,,11.0,30.0,,,,,,482.0,,,,,,,,,,,2.0,,,,,,21.0,,,,,11.0,,,,,,,,,,,,,,253.0,,,,,,,3.714,,,,,,,743.0,,,
BUENOS AIRES,Quilmes,Villa La Florida,6658010,,,,3.0,,,4.0,,,,,,,,,15.0,114.0,,2.0,1.0,,,,4.0,,141.0,,,,,,,3.0,,,,3.0,,,,,,11.0,,,,,6.948,,,,,,,,,,,,,,83.0,,,,,,,1.729,,,,,,,454.0,,,
BUENOS AIRES,Ramallo,EL PARAÍSO,6665010,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Ramallo,OTROS,Sin Datos,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
